0 -70 7e-05 3.74149e-11
0.025 -70 7e-05 3.7415e-11
0.05 -70 7e-05 3.7415e-11
0.075 -70 7e-05 3.7415e-11
0.1 -70 7e-05 3.7415e-11
0.125 -70 7e-05 3.7415e-11
0.15 -70 7e-05 3.7415e-11
0.175 -70 7e-05 3.7415e-11
0.2 -70 7e-05 3.74151e-11
0.225 -70 7e-05 3.74151e-11
0.25 -70 7e-05 3.74151e-11
0.275 -69.9999 7e-05 3.74151e-11
0.3 -69.9999 7e-05 3.74151e-11
0.325 -69.9999 7e-05 3.74151e-11
0.35 -69.9999 7e-05 3.74151e-11
0.375 -69.9999 7e-05 3.74151e-11
0.4 -69.9999 7e-05 3.74151e-11
0.425 -69.9999 7e-05 3.74151e-11
0.45 -69.9999 7e-05 3.74152e-11
0.475 -69.9999 7e-05 3.74152e-11
0.5 -69.9999 7e-05 3.74152e-11
0.525 -69.9999 7e-05 3.74152e-11
0.55 -69.9999 7e-05 3.74152e-11
0.575 -69.9999 7e-05 3.74152e-11
0.6 -69.9999 7e-05 3.74152e-11
0.625 -69.9999 7e-05 3.74152e-11
0.65 -69.9999 7e-05 3.74152e-11
0.675 -69.9999 7e-05 3.74152e-11
0.7 -69.9999 7e-05 3.74152e-11
0.725 -69.9999 7e-05 3.74152e-11
0.75 -69.9999 7e-05 3.74153e-11
0.775 -69.9999 7e-05 3.74153e-11
0.8 -69.9999 7e-05 3.74153e-11
0.825 -69.9999 7e-05 3.74153e-11
0.85 -69.9999 7e-05 3.74153e-11
0.875 -69.9999 7e-05 3.74153e-11
0.9 -69.9999 7e-05 3.74153e-11
0.925 -69.9999 7e-05 3.74153e-11
0.95 -69.9999 7e-05 3.74153e-11
0.975 -69.9999 7e-05 3.74153e-11
1 -69.9999 7e-05 3.74153e-11
1.025 -69.9999 7e-05 3.74153e-11
1.05 -69.9999 7e-05 3.74153e-11
1.075 -69.9999 7e-05 3.74154e-11
1.1 -69.9999 7e-05 3.74154e-11
1.125 -69.9999 7e-05 3.74154e-11
1.15 -69.9998 7e-05 3.74154e-11
1.175 -69.9998 7e-05 3.74154e-11
1.2 -69.9998 7e-05 3.74154e-11
1.225 -69.9998 7e-05 3.74154e-11
1.25 -69.9998 7e-05 3.74154e-11
1.275 -69.9998 7e-05 3.74154e-11
1.3 -69.9998 7e-05 3.74154e-11
1.325 -69.9998 7e-05 3.74154e-11
1.35 -69.9998 7e-05 3.74154e-11
1.375 -69.9998 7e-05 3.74154e-11
1.4 -69.9998 7e-05 3.74155e-11
1.425 -69.9998 7e-05 3.74155e-11
1.45 -69.9998 7e-05 3.74155e-11
1.475 -69.9998 7e-05 3.74155e-11
1.5 -69.9998 7e-05 3.74155e-11
1.525 -69.9998 7e-05 3.74155e-11
1.55 -69.9998 7e-05 3.74155e-11
1.575 -69.9998 7e-05 3.74155e-11
1.6 -69.9998 7e-05 3.74155e-11
1.625 -69.9998 7e-05 3.74155e-11
1.65 -69.9998 7e-05 3.74155e-11
1.675 -69.9998 7e-05 3.74155e-11
1.7 -69.9998 7e-05 3.74155e-11
1.725 -69.9998 7e-05 3.74155e-11
1.75 -69.9998 7e-05 3.74156e-11
1.775 -69.9998 7e-05 3.74156e-11
1.8 -69.9998 7e-05 3.74156e-11
1.825 -69.9998 7e-05 3.74156e-11
1.85 -69.9998 7e-05 3.74156e-11
